time,eta_left_pp,eta_pp,eta_right_pp
6.1521009900393,0.26046839193488,0.26667665901603,0.27288492609717
6.2208278924347,0.25986775201316,0.26631974910338,0.27277174619359
6.2826821045904,0.25931934914567,0.26599472550596,0.27267010186625
6.3383508955307,0.25881951523223,0.26569915614492,0.27257879705761
6.3884528073768,0.25836473814188,0.26543075180856,0.27249676547523
6.4435649104077,0.25785906765475,0.26513287549934,0.27240668334393
6.5041882237415,0.25729632891642,0.26480205286423,0.27230777681205
6.5708738684088,0.25666951735517,0.26443435805581,0.27219919875644
6.6442280775428,0.25597066211754,0.26402534235089,0.27208002258424
6.7249177075902,0.25519071617292,0.26356997804045,0.27194923990798
6.8136763006424,0.25431955561351,0.26306265509045,0.27180575456737
6.9113107529998,0.25334580669439,0.262497089763,0.27164837283161
6.9991817601214,0.25245613087852,0.26198163399661,0.2715071371147
7.0782656665308,0.25164507008659,0.26151271380563,0.27138035752467
7.1494411822994,0.25090633545043,0.2610864237833,0.27126651211618
7.213499146491,0.25023471813885,0.26069948911528,0.2711642600917
7.2711513142635,0.24962479902005,0.26034859970808,0.2710724003961
7.3230382652588,0.24907153324017,0.26003069690015,0.27098986056013
7.3697365211545,0.24857013593866,0.25974290957793,0.27091568321719
7.4211046026398,0.24801480498509,0.25942450448953,0.27083420399396
7.4776094922736,0.24739941886243,0.25907206724082,0.2707447156192
7.5397648708708,0.24671722074359,0.25868183406165,0.27064644737972
7.5957047116083,0.24609847797673,0.25832831653405,0.27055815509137
7.6460505682721,0.24553786128159,0.25800833670477,0.27047881212796
7.6913618392694,0.2450303787193,0.25771893968919,0.27040750065907
7.7321419831671,0.24457123707049,0.25745731796036,0.27034339885023
7.7770001414545,0.2440635550793,0.25716826305492,0.27027297103053
7.8263441155706,0.24350206807908,0.25684883493459,0.2701956017901
7.8806224870983,0.24288060928928,0.25649561278966,0.27011061629004
7.9403286957789,0.24219267309407,0.25610497587777,0.27001727866147
7.9940642835913,0.24156959963085,0.25575150206804,0.26993340450524
8.0424263126225,0.24100585473764,0.25543193915454,0.26985802357144
8.0859521387506,0.24049600115759,0.25514313323164,0.2697902653057
8.1251253822659,0.24003520710523,0.25488227905941,0.26972935101359
8.1603813014297,0.23961890383518,0.25464674340387,0.26967458297256
8.1991628125098,0.23915925723079,0.25438682728416,0.26961439733753
8.241822474698,0.23865158661173,0.25409992535303,0.26954826409433
8.2887481031049,0.23809064822999,0.25378312544416,0.26947560265833
8.3403662943526,0.23747073326415,0.25343325551266,0.26939577776117
8.397146304725,0.2367852136988,0.25304665299523,0.26930809229165
8.4596043161347,0.23602727653379,0.25261953256232,0.26921178859085
8.5158165264034,0.23534133403005,0.25223328978095,0.26912524553185
8.5664075156452,0.23472123104753,0.25188434721533,0.26904746338313
8.6220576038112,0.23403590035875,0.25149895816604,0.26896201597332
8.6832727007939,0.23327828785361,0.251073224384,0.2688681609144
8.7506093074747,0.23244060256766,0.25060284327998,0.2687650839923
8.8246795748237,0.23151380608053,0.2500828499658,0.26865189385107
8.9061568689076,0.23048819693893,0.24950790722181,0.26852761750468
8.979486433583,0.22955973823229,0.24898785688708,0.26841597554187
9.045483041791,0.22872032759397,0.24851799790319,0.26831566821241
9.1048799891781,0.22796138063362,0.24809345261598,0.26822552459833
9.170216631304,0.22712282140634,0.24762466438344,0.26812650736054
9.2420869376424,0.22619616149129,0.24710696068501,0.26801775987874
9.3211442746147,0.22517153000992,0.24653493323143,0.26789833645293
9.4081073452842,0.22403858954112,0.24590290066291,0.2677672117847
9.5037667230206,0.22278535237105,0.24520430728088,0.26762326219071
9.5898601629834,0.22165121090509,0.2445725837721,0.26749395663911
9.66734425895,0.22062562674471,0.24400170381487,0.26737778088503
9.7370799453198,0.21969895508638,0.24348616882855,0.26727338257072
9.7998420630527,0.21886198603309,0.24302076908388,0.26717955213466
